Number of Entrances,Landing Page Path,Second Page Path,Third Page Path,Exit Path
1,/business-center/business-insurance/business-owners-policy/,/,/business-center/business-insurance/business-owners-policy/,/quote/Tech.aspx?WebBusClassId=1001
1,/business-center/business-insurance/business-owners-policy/,/about-us/,/business-center/business-insurance/business-owners-policy/,/portal2/bins/quotes?qq=true
1,/business-center/business-insurance/business-owners-policy/,/about-us/success-stories/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/
1,/business-center/business-insurance/business-owners-policy/,/about-us/why-business-insurance-now/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/
1,/business-center/business-insurance/business-owners-policy/,/about-us/why-business-insurance-now/,/business-center/business-insurance/business-owners-policy/,/management-consultants/general-liability/
2,/business-center/business-insurance/business-owners-policy/,/agentfinder/,/business-center/business-insurance/business-owners-policy/,/agentfinder/
1,/business-center/business-insurance/business-owners-policy/,/agentfinder/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/
3,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/
1,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/,/business-center/business-insurance/business-owners-policy/,/portal2/bins/quotes?qq=true
1,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/about-us/success-stories/
37,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/
1,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/industries/
1,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/quote/?step=ContactInformation
1,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/quote/NaicsFinder.aspx?search=careers
1,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/,/workers-compensation/
1,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/guide/introduction/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/
1,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/guide/introduction/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/guide/small-business-risk/
1,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/overview/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/
1,/business-center/business-insurance/business-owners-policy/,/engineers/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/
1,/business-center/business-insurance/business-owners-policy/,/error.aspx?aspxerrorpath=/workers-compensation/,/business-center/business-insurance/business-owners-policy/,/
1,/business-center/business-insurance/business-owners-policy/,/error.aspx?aspxerrorpath=/workers-compensation/default.aspx,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/
3,/business-center/business-insurance/business-owners-policy/,/general-liability/,/business-center/business-insurance/business-owners-policy/,/general-liability/
1,/business-center/business-insurance/business-owners-policy/,/general-liability/,/business-center/business-insurance/business-owners-policy/,/quote/Netquote.aspx?state=1&WebBusClassId=9004
1,/business-center/business-insurance/business-owners-policy/,/management-consultants/,/business-center/business-insurance/business-owners-policy/,/portal2/bins/quotes
1,/business-center/business-insurance/business-owners-policy/,/missouri-business-insurance/,/business-center/business-insurance/business-owners-policy/,/portal2/bins/quotes?showthankyou=true&core=true
1,/business-center/business-insurance/business-owners-policy/,/products/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/
1,/business-center/business-insurance/business-owners-policy/,/products/,/business-center/business-insurance/business-owners-policy/,/products/
1,/business-center/business-insurance/business-owners-policy/,/professional-liability/,/business-center/business-insurance/business-owners-policy/,/professional-liability/
2,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/about-us/contact-us/
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/agentfinder/
4,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/business-owners-policy/
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/portal2/bins/quotes?qq=true
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/portal2/bins/quotes?showthankyou=true&core=true
6,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/quote/
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/quote/?step=BusinessLocations
2,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/quote/?step=ContactInformation
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/quote/?step=ReviewAndSubmit
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/quote/GAHandler.aspx?action=new&WebBusClassId=6004&esource=10016
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/quote/ION.aspx?WebBusClassId=6032
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/quote/NaicsFinder.aspx?search=Recording
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/quote/ion.aspx?WebBusClassId=4003
1,/business-center/business-insurance/business-owners-policy/,/quote/,/business-center/business-insurance/business-owners-policy/,/quote/ion.aspx?WebBusClassId=4004
1,/business-center/business-insurance/business-owners-policy/,/small-business-liability/,/business-center/business-insurance/business-owners-policy/,/agentfinder/
2,/business-center/business-insurance/business-owners-policy/,/small-business-liability/,/business-center/business-insurance/business-owners-policy/,/small-business-liability/
1,/business-center/business-insurance/business-owners-policy/,/umbrella-liability/,/business-center/business-insurance/business-owners-policy/,/umbrella-liability/
1,/business-center/business-insurance/business-owners-policy/,/workers-compensation/,/business-center/business-insurance/business-owners-policy/,/workers-compensation/
61,/business-center/business-insurance/choosing-insurance-provider/,(not set),/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/choosing-insurance-provider/
1,/business-center/business-insurance/choosing-insurance-provider/,/about-us/why-business-insurance-now/,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/choosing-insurance-provider/
1,/business-center/business-insurance/choosing-insurance-provider/,/blog/Frequently-Asked-General-Liability-Insurance-Questions-for-Small-Business-Owners/,/business-center/business-insurance/choosing-insurance-provider/,/blog/Frequently-Asked-General-Liability-Insurance-Questions-for-Small-Business-Owners/
1,/business-center/business-insurance/choosing-insurance-provider/,/business-center/,/business-center/business-insurance/choosing-insurance-provider/,/business-center/
1,/business-center/business-insurance/choosing-insurance-provider/,/business-center/,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/business-liability-insurance/
2,/business-center/business-insurance/choosing-insurance-provider/,/business-center/,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/choosing-insurance-provider/
1,/business-center/business-insurance/choosing-insurance-provider/,/business-center/,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/guide/insurance-professional-role/
2,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/
1,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/choosing-insurance-provider/
3,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/choosing-insurance-provider/,/business-center/business-insurance/choosing-insurance-provider/
2,/business-center/business-insurance/commercial-business-insurance/,(not set),/business-center/business-insurance/commercial-business-insurance/,/business-center/business-insurance/commercial-business-insurance/
27,/business-center/business-insurance/commercial-general-liability-insurance/,(not set),/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-general-liability-insurance/
1,/business-center/business-insurance/commercial-general-liability-insurance/,/about-us/partners/,/business-center/business-insurance/commercial-general-liability-insurance/,/about-us/partners/
2,/business-center/business-insurance/commercial-general-liability-insurance/,/agentfinder/,/business-center/business-insurance/commercial-general-liability-insurance/,/agentfinder/
1,/business-center/business-insurance/commercial-general-liability-insurance/,/agentfinder/,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-general-liability-insurance/
1,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/business-owners-policy/
1,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-general-liability-insurance/
1,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/commercial-general-liability-insurance/,/quote/NetQuote.aspx?WebBusClassId=9032
1,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/business-owners-policy/,/business-center/business-insurance/commercial-general-liability-insurance/,/quote/NetQuote.aspx?WebBusClassId=9999001
2,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-general-liability-insurance/
3,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-liability-insurance/,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-general-liability-insurance/
1,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-liability-insurance/,/business-center/business-insurance/commercial-general-liability-insurance/,/business-center/business-insurance/commercial-liability-insurance/
